,Area Name,Occupational Code,Occupation,Naics Code,Industry,Year,Employment,Employment Relative Standard Error,Response Rate(%),Hourly wage; mean,Annual wage; mean,Wage Relative Standard Error,Hourly wage; 10th percentile,Hourly wage; 25th percentile,Hourly wage; median,Hourly wage; 75th percentile,Hourly wage; 90th percentile,Annual wage; 10th percentile,Annual wage; 25th percentile,Annual wage; median,Annual wage; 75th percentile,Annual wage; 90th percentile,NLP_Category
612,North Carolina,51-8011,Nuclear Power Reactor Operators,0,"Cross-industry, private, federal, state, and local",2022,300,1.5,29,$55.69,"$115,840",0.7,$40.60,$47.39,$57.73,$62.99,$64.92,"$84,450","$98,580","$120,080","$131,030","$135,040",Non Entry level and Tech
613,North Carolina,45-4023,Log Graders and Scalers,0,"Cross-industry, private, federal, state, and local",2022,140,20.6,29,$19.24,"$40,020",2.5,$15.62,$16.70,$19.04,$20.73,$23.56,"$32,490","$34,740","$39,590","$43,120","$49,000",Entry level and Tech
614,North Carolina,27-2041,Music Directors and Composers,0,"Cross-industry, private, federal, state, and local",2022,100,12.3,29,$28.53,"$59,350",2.5,$21.14,$23.81,$27.34,$36.04,$38.59,"$43,980","$49,530","$56,870","$74,960","$80,270",Non Entry level and Non-tech
615,North Carolina,19-1011,Animal Scientists,0,"Cross-industry, private, federal, state, and local",2022,30,27.1,29,$42.38,"$88,140",3.7,$30.54,$37.77,$41.49,$50.85,$60.69,"$63,520","$78,560","$86,290","$105,770","$126,240",Non Entry level and Tech
616,North Carolina,11-9033,"Education Administrators, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"5,490",0.9,30,$50.13,"$104,260",0.7,$24.41,$30.39,$40.15,$62.16,$80.88,"$50,780","$63,200","$83,500","$129,290","$168,220",Entry level and Non-tech
617,North Carolina,29-1126,Respiratory Therapists,0,"Cross-industry, private, federal, state, and local",2022,"4,110",1.7,30,$32.06,"$66,690",0.5,$24.56,$28.36,$30.96,$36.05,$38.95,"$51,090","$59,000","$64,390","$74,990","$81,020",Entry level and Non-tech
618,North Carolina,19-2041,"Environmental Scientists and Specialists, Including Health",0,"Cross-industry, private, federal, state, and local",2022,"3,710",4.6,30,$34.82,"$72,430",2.1,$21.96,$24.61,$31.02,$39.07,$51.94,"$45,680","$51,180","$64,530","$81,270","$108,040",Non Entry level and Tech
619,North Carolina,15-1242,Database Administrators,0,"Cross-industry, private, federal, state, and local",2022,"2,240",3.8,30,$49.18,"$102,300",1.2,$26.41,$36.02,$49.88,$62.93,$69.58,"$54,940","$74,920","$103,750","$130,890","$144,720",Entry level and Non-tech
620,North Carolina,31-9093,Medical Equipment Preparers,0,"Cross-industry, private, federal, state, and local",2022,"2,200",4.6,30,$18.99,"$39,500",0.7,$15.00,$16.99,$18.38,$20.70,$23.29,"$31,200","$35,340","$38,230","$43,050","$48,430",Non Entry level and Tech
621,North Carolina,17-3026,Industrial Engineering Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,"1,900",3.1,30,$28.75,"$59,800",0.8,$18.88,$23.35,$27.99,$33.70,$38.24,"$39,260","$48,560","$58,210","$70,090","$79,540",Non Entry level and Tech
622,North Carolina,27-3091,Interpreters and Translators,0,"Cross-industry, private, federal, state, and local",2022,"1,820",5.8,30,$29.23,"$60,810",3.4,$14.65,$17.02,$21.66,$31.44,$60.75,"$30,470","$35,410","$45,040","$65,400","$126,360",Non Entry level and Tech
623,North Carolina,11-3131,Training and Development Managers,0,"Cross-industry, private, federal, state, and local",2022,"1,780",3.2,30,$58.88,"$122,470",1.7,$30.54,$38.61,$51.93,$69.66,$97.37,"$63,520","$80,310","$108,020","$144,890","$202,530",Non Entry level and Tech
624,North Carolina,45-2041,"Graders and Sorters, Agricultural Products",0,"Cross-industry, private, federal, state, and local",2022,650,4.2,30,$15.17,"$31,560",1.6,$9.36,$14.12,$15.55,$17.12,$18.19,"$19,470","$29,360","$32,350","$35,620","$37,840",Entry level and Non-tech
625,North Carolina,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,210,13.0,30,$18.47,*,20.6,$11.32,$11.32,$15.54,$18.72,$27.34,*,*,*,*,*,Non Entry level and Non-tech
626,North Carolina,19-2032,Materials Scientists,0,"Cross-industry, private, federal, state, and local",2022,150,22.8,30,$46.10,"$95,880",11.9,$23.88,$29.52,$47.96,$55.35,$65.34,"$49,660","$61,390","$99,760","$115,120","$135,910",Non Entry level and Tech
627,North Carolina,11-2011,Advertising and Promotions Managers,0,"Cross-industry, private, federal, state, and local",2022,140,11.9,30,$76.86,"$159,860",5.4,$48.33,$59.40,$73.52,$84.35,$104.28,"$100,520","$123,540","$152,920","$175,440","$216,910",Non Entry level and Non-tech
628,North Carolina,29-2042,Emergency Medical Technicians,0,"Cross-industry, private, federal, state, and local",2022,"6,430",2.9,31,$17.93,"$37,280",0.6,$12.89,$14.63,$17.56,$20.00,$23.70,"$26,820","$30,430","$36,530","$41,600","$49,300",Non Entry level and Tech
629,North Carolina,11-9151,Social and Community Service Managers,0,"Cross-industry, private, federal, state, and local",2022,"2,950",3.6,31,$33.96,"$70,650",1.3,$19.58,$24.37,$30.40,$39.07,$50.37,"$40,730","$50,680","$63,220","$81,270","$104,770",Non Entry level and Tech
630,North Carolina,29-9099,"Healthcare Practitioners and Technical Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,570,33.1,31,$44.08,"$91,680",18.8,$17.52,$24.11,$36.56,$65.40,$79.95,"$36,450","$50,160","$76,050","$136,020","$166,300",Non Entry level and Tech
631,North Carolina,49-3043,Rail Car Repairers,0,"Cross-industry, private, federal, state, and local",2022,230,4.7,31,$28.58,"$59,450",1.7,$21.02,$24.43,$29.76,$34.66,$34.67,"$43,720","$50,810","$61,890","$72,090","$72,100",Non Entry level and Tech
632,North Carolina,43-9022,Word Processors and Typists,0,"Cross-industry, private, federal, state, and local",2022,220,10.2,31,$20.68,"$43,020",2.8,$14.13,$16.05,$20.25,$24.00,$29.59,"$29,390","$33,380","$42,110","$49,920","$61,550",Non Entry level and Tech
633,North Carolina,29-1081,Podiatrists,0,"Cross-industry, private, federal, state, and local",2022,160,8.3,31,$80.17,"$166,760",5.1,$41.55,$51.03,$72.14,$101.11,*,"$86,430","$106,130","$150,040","$210,320",*,Non Entry level and Tech
634,North Carolina,17-3025,Environmental Engineering Technologists and Technicians,0,"Cross-industry, private, federal, state, and local",2022,150,12.4,31,$26.23,"$54,570",4.4,$19.59,$21.65,$22.95,$31.30,$37.35,"$40,750","$45,030","$47,730","$65,100","$77,690",Non Entry level and Tech
635,North Carolina,53-1041,Aircraft Cargo Handling Supervisors,0,"Cross-industry, private, federal, state, and local",2022,40,30.9,31,$30.42,"$63,270",8.1,$19.80,$23.65,$26.90,$39.56,$43.62,"$41,180","$49,190","$55,950","$82,270","$90,720",Entry level and Non-tech
636,North Carolina,53-5022,Motorboat Operators,0,"Cross-industry, private, federal, state, and local",2022,20,8.2,31,$29.12,"$60,570",5.5,$13.23,$22.55,$32.52,$36.03,$38.19,"$27,510","$46,900","$67,640","$74,940","$79,440",Non Entry level and Tech
637,North Carolina,13-1141,"Compensation, Benefits, and Job Analysis Specialists",0,"Cross-industry, private, federal, state, and local",2022,"3,290",4.7,32,$32.29,"$67,160",2.4,$18.24,$21.43,$29.09,$39.71,$51.10,"$37,940","$44,580","$60,510","$82,600","$106,290",Non Entry level and Tech
638,North Carolina,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0,"Cross-industry, private, federal, state, and local",2022,"1,540",6.1,32,$18.54,"$38,560",1.3,$13.89,$15.65,$17.55,$20.80,$23.71,"$28,890","$32,550","$36,500","$43,270","$49,310",Entry level and Non-tech
639,North Carolina,21-1023,Mental Health and Substance Abuse Social Workers,0,"Cross-industry, private, federal, state, and local",2022,"1,410",14.4,32,$25.93,"$53,940",3.9,$18.34,$22.67,$25.00,$30.03,$32.70,"$38,150","$47,160","$52,010","$62,460","$68,010",Non Entry level and Tech
640,North Carolina,43-3061,Procurement Clerks,0,"Cross-industry, private, federal, state, and local",2022,"1,370",3.6,32,$20.86,"$43,390",1.5,$15.31,$17.57,$20.15,$23.65,$27.47,"$31,840","$36,550","$41,910","$49,190","$57,140",Entry level and Non-tech
641,North Carolina,51-8013,Power Plant Operators,0,"Cross-industry, private, federal, state, and local",2022,630,14.6,32,$37.51,"$78,010",3.4,$23.95,$29.66,$36.93,$45.01,$52.27,"$49,810","$61,690","$76,820","$93,610","$108,730",Non Entry level and Non-tech
642,North Carolina,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",0,"Cross-industry, private, federal, state, and local",2022,160,10.7,32,$14.48,"$30,110",3.2,$9.70,$10.50,$15.00,$16.23,$20.30,"$20,170","$21,840","$31,200","$33,770","$42,220",Entry level and Non-tech
643,North Carolina,51-8092,Gas Plant Operators,0,"Cross-industry, private, federal, state, and local",2022,150,11.1,32,$31.02,"$64,510",5.0,$19.72,$24.73,$29.36,$37.66,$48.29,"$41,020","$51,440","$61,070","$78,330","$100,430",Non Entry level and Non-tech
644,North Carolina,39-1013,First-Line Supervisors of Gambling Services Workers,0,"Cross-industry, private, federal, state, and local",2022,*,69.9,33,$13.97,"$29,050",9.9,$13.03,$13.04,$13.04,$14.27,$16.53,"$27,100","$27,120","$27,120","$29,670","$34,390",Non Entry level and Non-tech
645,North Carolina,21-1015,Rehabilitation Counselors,0,"Cross-industry, private, federal, state, and local",2022,"2,440",7.2,33,$19.05,"$39,610",1.9,$12.73,$14.60,$18.48,$22.59,$25.77,"$26,470","$30,370","$38,440","$46,990","$53,600",Entry level and Non-tech
646,North Carolina,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",0,"Cross-industry, private, federal, state, and local",2022,"1,690",7.5,33,$33.40,"$69,470",2.1,$18.40,$24.51,$33.29,$39.10,$47.06,"$38,270","$50,980","$69,250","$81,330","$97,880",Non Entry level and Tech
647,North Carolina,37-3019,"Grounds Maintenance Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,80,41.5,33,$25.04,"$52,070",10.0,$10.88,$12.27,$22.14,$35.21,$38.33,"$22,620","$25,510","$46,050","$73,240","$79,720",Entry level and Tech
648,North Carolina,11-3061,Purchasing Managers,0,"Cross-industry, private, federal, state, and local",2022,"3,040",3.5,34,$63.97,"$133,060",0.8,$36.84,$47.49,$61.11,$78.37,$96.94,"$76,630","$98,780","$127,110","$163,000","$201,620",Non Entry level and Non-tech
649,North Carolina,11-3013,Facilities Managers,0,"Cross-industry, private, federal, state, and local",2022,"2,710",3.0,34,$48.01,"$99,860",1.4,$26.73,$34.55,$44.45,$59.39,$73.99,"$55,590","$71,860","$92,460","$123,520","$153,890",Non Entry level and Tech
650,North Carolina,29-9091,Athletic Trainers,0,"Cross-industry, private, federal, state, and local",2022,"1,090",9.7,34,*,"$51,990",1.6,*,*,*,*,*,"$38,910","$42,360","$48,400","$55,100","$64,890",Entry level and Non-tech
651,North Carolina,11-3111,Compensation and Benefits Managers,0,"Cross-industry, private, federal, state, and local",2022,760,5.9,34,$68.58,"$142,640",1.3,$43.99,$48.74,$63.14,$79.80,$108.81,"$91,500","$101,380","$131,340","$165,970","$226,320",Non Entry level and Non-tech
652,North Carolina,43-5041,"Meter Readers, Utilities",0,"Cross-industry, private, federal, state, and local",2022,640,7.2,34,$18.96,"$39,440",2.1,$12.69,$14.92,$16.78,$22.21,$30.36,"$26,400","$31,040","$34,890","$46,190","$63,160",Non Entry level and Tech
653,North Carolina,25-2059,"Special Education Teachers, All Other",0,"Cross-industry, private, federal, state, and local",2022,70,15.2,34,*,"$51,550",4.4,*,*,*,*,*,"$30,810","$37,460","$46,350","$65,670","$78,080",Entry level and Non-tech
654,North Carolina,25-9099,"Educational Instruction and Library Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"6,650",1.0,35,$27.90,"$58,020",1.1,$15.52,$19.56,$24.58,$31.07,$40.93,"$32,280","$40,690","$51,130","$64,620","$85,130",Entry level and Tech
655,North Carolina,11-3121,Human Resources Managers,0,"Cross-industry, private, federal, state, and local",2022,"5,710",2.7,35,$64.47,"$134,090",0.9,$36.84,$45.68,$59.50,$79.07,$100.94,"$76,620","$95,020","$123,770","$164,470","$209,960",Non Entry level and Tech
656,North Carolina,25-1081,"Education Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"2,690",4.2,35,*,"$70,980",1.4,*,*,*,*,*,"$41,100","$57,260","$65,120","$83,620","$105,080",Entry level and Non-tech
657,North Carolina,13-2071,Credit Counselors,0,"Cross-industry, private, federal, state, and local",2022,530,15.3,35,$24.42,"$50,790",5.3,$17.22,$18.27,$21.42,$29.60,$37.99,"$35,820","$38,010","$44,550","$61,570","$79,020",Non Entry level and Non-tech
658,North Carolina,29-1181,Audiologists,0,"Cross-industry, private, federal, state, and local",2022,300,16.6,35,$39.06,"$81,240",3.1,$29.58,$32.26,$37.42,$41.60,$53.82,"$61,530","$67,090","$77,840","$86,530","$111,940",Non Entry level and Tech
659,North Carolina,21-2021,"Directors, Religious Activities and Education",0,"Cross-industry, private, federal, state, and local",2022,250,10.3,35,$36.35,"$75,600",2.0,$18.59,$26.38,$33.87,$47.18,$56.19,"$38,660","$54,870","$70,450","$98,140","$116,870",Non Entry level and Non-tech
660,North Carolina,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",0,"Cross-industry, private, federal, state, and local",2022,90,7.2,35,$29.68,"$61,730",3.2,$17.85,$27.81,$33.98,$34.74,$34.75,"$37,130","$57,840","$70,680","$72,270","$72,280",Non Entry level and Tech
661,North Carolina,29-2043,Paramedics,0,"Cross-industry, private, federal, state, and local",2022,"4,570",2.5,36,$21.42,"$44,550",0.5,$17.67,$19.01,$21.24,$23.28,$25.78,"$36,760","$39,540","$44,180","$48,410","$53,620",Non Entry level and Tech
662,North Carolina,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",0,"Cross-industry, private, federal, state, and local",2022,"2,960",2.2,36,$20.29,"$42,200",0.5,$14.62,$17.55,$19.96,$23.09,$26.11,"$30,410","$36,500","$41,510","$48,040","$54,310",Entry level and Non-tech
663,North Carolina,25-9044,"Teaching Assistants, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"1,790",2.3,36,*,"$31,240",0.6,*,*,*,*,*,"$18,760","$23,150","$30,070","$36,120","$45,160",Entry level and Non-tech
664,North Carolina,29-2035,Magnetic Resonance Imaging Technologists,0,"Cross-industry, private, federal, state, and local",2022,"1,000",5.9,36,$36.28,"$75,460",0.7,$29.34,$31.52,$37.27,$39.68,$44.07,"$61,040","$65,550","$77,530","$82,530","$91,660",Non Entry level and Tech
665,North Carolina,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0,"Cross-industry, private, federal, state, and local",2022,250,9.0,36,$51.88,"$107,920",5.2,$32.16,$40.45,$50.32,$62.72,$72.63,"$66,900","$84,130","$104,670","$130,460","$151,080",Non Entry level and Tech
666,North Carolina,53-5011,Sailors and Marine Oilers,0,"Cross-industry, private, federal, state, and local",2022,230,3.5,36,$18.65,"$38,790",1.0,$13.83,$16.16,$18.85,$20.21,$24.03,"$28,770","$33,610","$39,210","$42,040","$49,990",Entry level and Tech
667,North Carolina,39-3092,Costume Attendants,0,"Cross-industry, private, federal, state, and local",2022,60,22.5,36,$27.54,"$57,270",23.1,$12.40,$16.46,$19.92,$39.56,$52.08,"$25,780","$34,230","$41,440","$82,280","$108,330",Entry level and Non-tech
668,North Carolina,19-5011,Occupational Health and Safety Specialists,0,"Cross-industry, private, federal, state, and local",2022,"2,930",3.0,37,$37.26,"$77,510",0.9,$23.45,$29.08,$35.83,$43.99,$54.26,"$48,780","$60,490","$74,530","$91,490","$112,860",Non Entry level and Tech
669,North Carolina,49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",0,"Cross-industry, private, federal, state, and local",2022,"1,410",5.3,37,$29.58,"$61,530",2.9,$17.17,$21.09,$29.61,$37.27,$40.27,"$35,720","$43,860","$61,580","$77,530","$83,770",Non Entry level and Tech
670,North Carolina,53-4031,Railroad Conductors and Yardmasters,0,"Cross-industry, private, federal, state, and local",2022,490,0.8,37,$34.16,"$71,050",0.5,$23.88,$26.25,$37.05,$37.09,$41.24,"$49,680","$54,590","$77,060","$77,150","$85,790",Non Entry level and Non-tech
671,North Carolina,51-4061,"Model Makers, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,*,58.4,38,$24.62,"$51,210",9.7,$18.22,$18.62,$23.09,$27.31,$34.34,"$37,900","$38,720","$48,030","$56,810","$71,430",Non Entry level and Tech
672,North Carolina,49-9094,Locksmiths and Safe Repairers,0,"Cross-industry, private, federal, state, and local",2022,400,6.0,38,$18.82,"$39,150",3.5,$11.11,$13.59,$17.25,$22.70,$27.13,"$23,110","$28,260","$35,870","$47,210","$56,430",Non Entry level and Tech
673,North Carolina,43-9031,Desktop Publishers,0,"Cross-industry, private, federal, state, and local",2022,40,15.8,38,$28.62,"$59,520",4.5,$13.78,$16.50,$23.47,$39.56,$39.93,"$28,660","$34,310","$48,810","$82,280","$83,060",Non Entry level and Tech
674,North Carolina,49-9097,Signal and Track Switch Repairers,0,"Cross-industry, private, federal, state, and local",2022,20,4.6,38,$38.84,"$80,790",3.0,$33.65,$33.65,$33.69,$50.52,$50.57,"$69,990","$70,000","$70,070","$105,070","$105,190",Non Entry level and Tech
675,North Carolina,25-1121,"Art, Drama, and Music Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"2,930",0.9,39,*,"$68,500",0.6,*,*,*,*,*,"$37,750","$50,780","$65,060","$82,550","$99,650",Entry level and Non-tech
676,North Carolina,25-1072,"Nursing Instructors and Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"2,360",4.8,39,*,"$71,700",0.7,*,*,*,*,*,"$47,400","$59,120","$66,200","$81,710","$104,700",Entry level and Non-tech
677,North Carolina,29-2051,Dietetic Technicians,0,"Cross-industry, private, federal, state, and local",2022,620,34.7,40,$12.95,"$26,940",13.7,$10.19,$10.50,$11.25,$16.04,$16.70,"$21,190","$21,840","$23,390","$33,350","$34,740",Non Entry level and Tech
678,North Carolina,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,0,"Cross-industry, private, federal, state, and local",2022,"3,320",3.4,41,$29.77,"$61,910",1.2,$17.45,$21.82,$28.08,$36.51,$48.66,"$36,290","$45,380","$58,400","$75,930","$101,210",Non Entry level and Tech
679,North Carolina,25-1199,"Postsecondary Teachers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"2,820",2.1,41,*,"$66,420",0.8,*,*,*,*,*,"$24,900","$31,630","$50,550","$66,780","$104,910",Entry level and Non-tech
680,North Carolina,29-1031,Dietitians and Nutritionists,0,"Cross-industry, private, federal, state, and local",2022,"2,210",5.5,41,$30.60,"$63,650",1.2,$21.32,$24.98,$28.90,$36.12,$39.92,"$44,350","$51,950","$60,110","$75,130","$83,030",Non Entry level and Tech
681,North Carolina,13-2061,Financial Examiners,0,"Cross-industry, private, federal, state, and local",2022,"2,000",4.9,41,$44.73,"$93,030",1.4,$23.11,$29.87,$40.20,$58.72,$70.86,"$48,080","$62,130","$83,610","$122,130","$147,390",Non Entry level and Non-tech
682,North Carolina,11-2032,Public Relations Managers,0,"Cross-industry, private, federal, state, and local",2022,"1,110",4.2,41,$64.60,"$134,370",1.7,$34.86,$42.73,$56.94,$78.34,$106.28,"$72,500","$88,880","$118,420","$162,950","$221,060",Non Entry level and Non-tech
683,North Carolina,17-1021,Cartographers and Photogrammetrists,0,"Cross-industry, private, federal, state, and local",2022,860,15.3,41,$32.86,"$68,340",1.7,$22.60,$26.34,$32.18,$37.91,$44.97,"$47,010","$54,800","$66,930","$78,850","$93,540",Non Entry level and Tech
684,North Carolina,25-1126,"Philosophy and Religion Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,690,4.1,41,*,"$77,420",2.4,*,*,*,*,*,"$38,480","$54,440","$68,220","$87,630","$131,950",Entry level and Non-tech
685,North Carolina,19-2099,"Physical Scientists, All Other",0,"Cross-industry, private, federal, state, and local",2022,610,3.8,41,$47.95,"$99,740",0.6,$25.64,$33.38,$47.22,$61.38,$76.57,"$53,330","$69,430","$98,220","$127,670","$159,270",Non Entry level and Tech
686,North Carolina,53-4011,Locomotive Engineers,0,"Cross-industry, private, federal, state, and local",2022,420,0.6,41,$38.77,"$80,630",0.3,$30.28,$37.10,$37.10,$37.10,$45.65,"$62,980","$77,160","$77,160","$77,170","$94,950",Non Entry level and Tech
687,North Carolina,25-1071,"Health Specialties Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"11,570",0.7,42,*,"$141,550",0.7,*,*,*,*,*,"$52,820","$66,050","$101,540","$178,850",*,Entry level and Non-tech
688,North Carolina,13-2031,Budget Analysts,0,"Cross-industry, private, federal, state, and local",2022,"1,510",2.6,42,$37.29,"$77,560",1.0,$24.07,$29.21,$35.93,$45.00,$51.90,"$50,060","$60,760","$74,730","$93,600","$107,950",Non Entry level and Non-tech
689,North Carolina,19-5012,Occupational Health and Safety Technicians,0,"Cross-industry, private, federal, state, and local",2022,460,4.4,42,$30.89,"$64,260",1.3,$21.71,$23.49,$28.10,$36.53,$46.26,"$45,150","$48,870","$58,450","$75,980","$96,210",Non Entry level and Tech
690,North Carolina,43-4121,"Library Assistants, Clerical",0,"Cross-industry, private, federal, state, and local",2022,"1,760",4.3,43,$13.98,"$29,080",0.7,$9.27,$10.59,$14.15,$15.89,$18.75,"$19,280","$22,030","$29,420","$33,050","$38,990",Entry level and Non-tech
691,North Carolina,33-1091,First-Line Supervisors of Security Workers,0,"Cross-industry, private, federal, state, and local",2022,"1,560",4.8,43,$25.74,"$53,540",2.3,$14.88,$18.14,$24.12,$30.75,$37.61,"$30,940","$37,740","$50,170","$63,960","$78,240",Non Entry level and Tech
692,North Carolina,25-1011,"Business Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"2,890",2.4,44,*,"$90,430",1.2,*,*,*,*,*,"$45,480","$58,830","$71,040","$107,570","$168,180",Entry level and Non-tech
693,North Carolina,43-2021,Telephone Operators,0,"Cross-industry, private, federal, state, and local",2022,20,25.4,44,$18.45,"$38,380",3.1,$15.76,$16.22,$18.34,$20.42,$20.42,"$32,780","$33,730","$38,140","$42,470","$42,470",Non Entry level and Tech
694,North Carolina,51-8031,Water and Wastewater Treatment Plant and System Operators,0,"Cross-industry, private, federal, state, and local",2022,"3,140",2.7,45,$23.00,"$47,840",0.6,$16.42,$18.43,$22.08,$25.92,$31.46,"$34,150","$38,330","$45,930","$53,920","$65,430",Non Entry level and Tech
695,North Carolina,11-1011,Chief Executives,0,"Cross-industry, private, federal, state, and local",2022,"1,680",6.9,45,$154.87,"$322,120",1.9,$58.00,$82.92,*,*,*,"$120,650","$172,460",*,*,*,Non Entry level and Non-tech
696,North Carolina,29-2033,Nuclear Medicine Technologists,0,"Cross-industry, private, federal, state, and local",2022,530,4.9,45,$36.09,"$75,070",0.8,$28.34,$30.63,$36.50,$40.09,$44.66,"$58,950","$63,710","$75,920","$83,380","$92,900",Non Entry level and Tech
697,North Carolina,15-2021,Mathematicians,0,"Cross-industry, private, federal, state, and local",2022,30,6.6,45,$62.44,"$129,880",0.6,$45.72,$51.86,$64.26,$71.45,$84.75,"$95,100","$107,870","$133,660","$148,620","$176,280",Non Entry level and Tech
698,North Carolina,33-2022,Forest Fire Inspectors and Prevention Specialists,0,"Cross-industry, private, federal, state, and local",2022,20,42.6,45,$22.70,"$47,220",13.7,$15.75,$17.77,$21.68,$23.96,$35.08,"$32,760","$36,960","$45,090","$49,830","$72,970",Non Entry level and Tech
699,North Carolina,25-4012,Curators,0,"Cross-industry, private, federal, state, and local",2022,530,2.2,46,$27.35,"$56,880",0.9,$14.06,$20.40,$24.15,$30.29,$47.45,"$29,240","$42,430","$50,230","$63,000","$98,700",Non Entry level and Tech
700,North Carolina,19-1023,Zoologists and Wildlife Biologists,0,"Cross-industry, private, federal, state, and local",2022,390,11.7,46,$30.61,"$63,660",3.7,$22.02,$23.81,$25.96,$32.89,$47.22,"$45,800","$49,520","$54,000","$68,410","$98,220",Non Entry level and Tech
701,North Carolina,19-3099,"Social Scientists and Related Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"1,270",2.5,47,$40.46,"$84,150",3.1,$24.00,$30.59,$38.42,$47.65,$57.70,"$49,930","$63,620","$79,920","$99,110","$120,020",Non Entry level and Tech
702,North Carolina,53-5031,Ship Engineers,0,"Cross-industry, private, federal, state, and local",2022,70,5.5,47,$26.13,"$54,350",2.9,$19.17,$23.69,$24.18,$24.18,$29.85,"$39,870","$49,260","$50,290","$50,290","$62,090",Non Entry level and Tech
703,North Carolina,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,620,4.5,48,$26.05,"$54,180",1.5,$16.43,$20.24,$26.11,$29.84,$35.54,"$34,170","$42,100","$54,310","$62,070","$73,920",Entry level and Non-tech
704,North Carolina,51-9193,Cooling and Freezing Equipment Operators and Tenders,0,"Cross-industry, private, federal, state, and local",2022,320,1.8,48,$20.43,"$42,490",0.5,$15.36,$17.11,$17.51,$22.02,$30.89,"$31,950","$35,600","$36,430","$45,810","$64,260",Non Entry level and Tech
705,North Carolina,47-4061,Rail-Track Laying and Maintenance Equipment Operators,0,"Cross-industry, private, federal, state, and local",2022,250,1.0,48,$31.90,"$66,340",0.5,$19.27,$23.42,$32.17,$36.66,$48.77,"$40,080","$48,720","$66,910","$76,240","$101,450",Non Entry level and Tech
706,North Carolina,21-1091,Health Education Specialists,0,"Cross-industry, private, federal, state, and local",2022,"1,220",8.7,49,$29.61,"$61,590",3.6,$18.31,$20.50,$25.08,$31.57,$46.75,"$38,070","$42,640","$52,170","$65,660","$97,250",Non Entry level and Tech
707,North Carolina,51-8021,Stationary Engineers and Boiler Operators,0,"Cross-industry, private, federal, state, and local",2022,290,9.9,49,$27.80,"$57,820",3.1,$17.67,$19.65,$25.35,$34.49,$41.54,"$36,750","$40,870","$52,730","$71,740","$86,400",Non Entry level and Tech
708,North Carolina,19-1041,Epidemiologists,0,"Cross-industry, private, federal, state, and local",2022,110,10.3,50,$42.18,"$87,740",3.2,$30.68,$30.68,$39.20,$51.58,$62.48,"$63,810","$63,810","$81,530","$107,290","$129,960",Non Entry level and Tech
709,North Carolina,17-2121,Marine Engineers and Naval Architects,0,"Cross-industry, private, federal, state, and local",2022,20,17.4,50,$52.69,"$109,600",7.1,$31.19,$38.38,$48.10,$62.95,$79.26,"$64,870","$79,840","$100,050","$130,940","$164,870",Non Entry level and Tech
710,North Carolina,51-4192,"Layout Workers, Metal and Plastic",0,"Cross-industry, private, federal, state, and local",2022,20,26.4,50,$21.32,"$44,340",3.1,$18.63,$18.76,$21.61,$24.65,$27.20,"$38,740","$39,020","$44,940","$51,280","$56,570",Non Entry level and Tech
711,North Carolina,25-1123,"English Language and Literature Teachers, Postsecondary",0,"Cross-industry, private, federal, state, and local",2022,"2,140",0.7,52,*,"$66,030",0.6,*,*,*,*,*,"$41,410","$49,960","$62,280","$74,300","$88,330",Entry level and Non-tech
712,North Carolina,21-1029,"Social Workers, All Other",0,"Cross-industry, private, federal, state, and local",2022,"1,150",3.5,52,$30.66,"$63,770",0.9,$17.28,$18.65,$33.13,$40.32,$45.00,"$35,940","$38,790","$68,910","$83,870","$93,600",Entry level and Non-tech
713,North Carolina,29-1128,Exercise Physiologists,0,"Cross-industry, private, federal, state, and local",2022,290,11.2,52,$24.99,"$51,970",1.2,$19.17,$21.31,$23.93,$28.26,$31.62,"$39,870","$44,310","$49,780","$58,780","$65,780",Non Entry level and Tech
